Year,Month,SKU,Category,Units,Gross Sales
2018,12,8082511,Dairy,352,4558.4
2019,1,8082511,Dairy,341,4415.95
2019,2,8082511,Dairy,341,4415.95
2019,3,8082511,Dairy,331,4286.45
2019,4,8082511,Dairy,348,4506.6
2019,5,8082511,Dairy,369,4778.55
2018,12,8127889,Dairy,488,4880
2019,1,8127889,Dairy,488,4880
2019,2,8127889,Dairy,498,4980
2019,3,8127889,Dairy,488,4880
2019,4,8127889,Dairy,493,4930
2019,5,8127889,Dairy,478,4780
2018,12,6335429,Dairy,826,14868
2019,1,6335429,Dairy,851,15318
2019,2,6335429,Dairy,868,15624
2019,3,6335429,Dairy,859,15462
2019,4,6335429,Dairy,868,15624
2019,5,6335429,Dairy,894,16092
2018,12,2496729,Dairy,174,3130.26
2019,1,2496729,Dairy,169,3040.31
2019,2,2496729,Dairy,167,3004.33
2019,3,2496729,Dairy,169,3040.31
2019,4,2496729,Dairy,174,3130.26
2019,5,2496729,Dairy,177,3184.23
2018,12,2478520,Dairy,237,4263.63
2019,1,2478520,Dairy,230,4137.7
2019,2,2478520,Dairy,225,4047.75
2019,3,2478520,Dairy,223,4011.77
2019,4,2478520,Dairy,227,4083.73
2019,5,2478520,Dairy,247,4443.53
2018,12,8237668,Dairy,120,838.8
2019,1,8237668,Dairy,119,831.81
2019,2,8237668,Dairy,117,817.83
2019,3,8237668,Dairy,119,831.81
2019,4,8237668,Dairy,123,859.77
2019,5,8237668,Dairy,122,852.78
2018,12,6141304,Dairy,687,12331.65
2019,1,6141304,Dairy,694,12457.3
2019,2,6141304,Dairy,694,12457.3
2019,3,6141304,Dairy,673,12080.35
2019,4,6141304,Dairy,660,11847
2019,5,6141304,Dairy,680,12206
2018,12,6086352,Dairy,411,3283.89
2019,1,6086352,Dairy,432,3451.68
2019,2,6086352,Dairy,454,3627.46
2019,3,6086352,Dairy,440,3515.6
2019,4,6086352,Dairy,427,3411.73
2019,5,6086352,Dairy,453,3619.47
2018,12,6085085,Dairy,633,4424.67
2019,1,6085085,Dairy,614,4291.86
2019,2,6085085,Dairy,620,4333.8
2019,3,6085085,Dairy,632,4417.68
2019,4,6085085,Dairy,657,4592.43
2019,5,6085085,Dairy,716,5004.84
2018,12,8304057,Dairy,751,15733.45
2019,1,8304057,Dairy,736,15419.2
2019,2,8304057,Dairy,765,16026.75
2019,3,8304057,Dairy,773,16194.35
2019,4,8304057,Dairy,750,15712.5
2019,5,8304057,Dairy,810,16969.5
2018,12,6047515,Dairy,422,4620.9
2019,1,6047515,Dairy,439,4807.05
2019,2,6047515,Dairy,443,4850.85
2019,3,6047515,Dairy,461,5047.95
2019,4,6047515,Dairy,475,5201.25
2019,5,6047515,Dairy,494,5409.3
2018,12,2334269,Dairy,132,2374.68
2019,1,2334269,Dairy,139,2500.61
2019,2,2334269,Dairy,136,2446.64
2019,3,2334269,Dairy,141,2536.59
2019,4,2334269,Dairy,145,2608.55
2019,5,2334269,Dairy,160,2878.4
2018,12,4127748,Dairy,836,9990.2
2019,1,4127748,Dairy,836,9990.2
2019,2,4127748,Dairy,853,10193.35
2019,3,4127748,Dairy,862,10300.9
2019,4,4127748,Dairy,905,10814.75
2019,5,4127748,Dairy,905,10814.75
2018,12,2297775,Dairy,933,1856.67
2019,1,2297775,Dairy,924,1838.76
2019,2,2297775,Dairy,970,1930.3
2019,3,2297775,Dairy,951,1892.49
2019,4,2297775,Dairy,922,1834.78
2019,5,2297775,Dairy,996,1982.04
2018,12,4161929,Dairy,932,1854.68
2019,1,4161929,Dairy,960,1910.4
2019,2,4161929,Dairy,970,1930.3
2019,3,4161929,Dairy,951,1892.49
2019,4,4161929,Dairy,999,1988.01
2019,5,4161929,Dairy,1029,2047.71
2018,12,8422966,Dairy,915,15326.25
2019,1,8422966,Dairy,924,15477
2019,2,8422966,Dairy,896,15008
2019,3,8422966,Dairy,905,15158.75
2019,4,8422966,Dairy,914,15309.5
2019,5,8422966,Dairy,1005,16833.75
2018,12,8447917,Dairy,278,553.22
2019,1,8447917,Dairy,289,575.11
2019,2,8447917,Dairy,301,598.99
2019,3,8447917,Dairy,304,604.96
2019,4,8447917,Dairy,313,622.87
2019,5,8447917,Dairy,297,591.03
2018,12,7100954,Dairy,606,8477.94
2019,1,7100954,Dairy,624,8729.76
2019,2,7100954,Dairy,649,9079.51
2019,3,7100954,Dairy,643,8995.57
2019,4,7100954,Dairy,624,8729.76
2019,5,7100954,Dairy,668,9345.32
2018,12,8517811,Dairy,578,2306.22
2019,1,8517811,Dairy,566,2258.34
2019,2,8517811,Dairy,589,2350.11
2019,3,8517811,Dairy,589,2350.11
2019,4,8517811,Dairy,577,2302.23
2019,5,8517811,Dairy,548,2186.52
2018,12,5922375,Dairy,19,303.81
2019,1,5922375,Dairy,19,303.81
2019,2,5922375,Dairy,19,303.81
2019,3,5922375,Dairy,18,287.82
2019,4,5922375,Dairy,18,287.82
2019,5,5922375,Dairy,18,287.82
2018,12,5845019,Dairy,526,4202.74
2019,1,5845019,Dairy,526,4202.74
2019,2,5845019,Dairy,537,4290.63
2019,3,5845019,Dairy,558,4458.42
2019,4,5845019,Dairy,558,4458.42
2019,5,5845019,Dairy,569,4546.31
2018,12,2163016,Dairy,769,13065.31
2019,1,2163016,Dairy,807,13710.93
2019,2,2163016,Dairy,791,13439.09
2019,3,2163016,Dairy,823,13982.77
2019,4,2163016,Dairy,864,14679.36
2019,5,2163016,Dairy,950,16140.5
2018,12,4303287,Dairy,923,14758.77
2019,1,4303287,Dairy,914,14614.86
2019,2,4303287,Dairy,951,15206.49
2019,3,4303287,Dairy,989,15814.11
2019,4,4303287,Dairy,969,15494.31
2019,5,4303287,Dairy,988,15798.12
2018,12,8639723,Dairy,596,4023
2019,1,8639723,Dairy,596,4023
2019,2,8639723,Dairy,596,4023
2019,3,8639723,Dairy,608,4104
2019,4,8639723,Dairy,596,4023
2019,5,8639723,Dairy,656,4428
2018,12,4333636,Dairy,280,3906
2019,1,4333636,Dairy,283,3947.85
2019,2,4333636,Dairy,275,3836.25
2019,3,4333636,Dairy,286,3989.7
2019,4,4333636,Dairy,277,3864.15
2019,5,4333636,Dairy,274,3822.3
2018,12,2050418,Dairy,97,460.75
2019,1,2050418,Dairy,99,470.25
2019,2,2050418,Dairy,102,484.5
2019,3,2050418,Dairy,99,470.25
2019,4,2050418,Dairy,97,460.75
2019,5,2050418,Dairy,92,437
2018,12,8695074,Dairy,183,1637.85
2019,1,8695074,Dairy,178,1593.1
2019,2,8695074,Dairy,183,1637.85
2019,3,8695074,Dairy,185,1655.75
2019,4,8695074,Dairy,185,1655.75
2019,5,8695074,Dairy,198,1772.1
2018,12,2044979,Dairy,167,1002
2019,1,2044979,Dairy,167,1002
2019,2,2044979,Dairy,164,984
2019,3,2044979,Dairy,167,1002
2019,4,2044979,Dairy,174,1044
2019,5,2044979,Dairy,191,1146
2018,12,8952586,Dairy,185,878.75
2019,1,8952586,Dairy,187,888.25
2019,2,8952586,Dairy,196,931
2019,3,8952586,Dairy,206,978.5
2019,4,8952586,Dairy,204,969
2019,5,8952586,Dairy,218,1035.5
2018,12,4406083,Dairy,377,282.75
2019,1,4406083,Dairy,381,285.75
2019,2,4406083,Dairy,381,285.75
2019,3,4406083,Dairy,373,279.75
2019,4,4406083,Dairy,366,274.5
2019,5,4406083,Dairy,399,299.25
2018,12,4408422,Dairy,799,15141.05
2019,1,4408422,Dairy,791,14989.45
2019,2,4408422,Dairy,823,15595.85
2019,3,4408422,Dairy,815,15444.25
2019,4,4408422,Dairy,815,15444.25
2019,5,4408422,Dairy,782,14818.9
2018,12,4448602,Dairy,506,6451.5
2019,1,4448602,Dairy,506,6451.5
2019,2,4448602,Dairy,516,6579
2019,3,4448602,Dairy,521,6642.75
2019,4,4448602,Dairy,505,6438.75
2019,5,4448602,Dairy,525,6693.75
2018,12,4465697,Dairy,147,286.65
2019,1,4465697,Dairy,147,286.65
2019,2,4465697,Dairy,148,288.6
2019,3,4465697,Dairy,154,300.3
2019,4,4465697,Dairy,156,304.2
2019,5,4465697,Dairy,162,315.9
2018,12,1799617,Dairy,930,15763.5
2019,1,1799617,Dairy,958,16238.1
2019,2,1799617,Dairy,939,15916.05
2019,3,1799617,Dairy,967,16390.65
2019,4,1799617,Dairy,938,15899.1
2019,5,1799617,Dairy,910,15424.5
2018,12,5549940,Dairy,871,10443.29
2019,1,5549940,Dairy,880,10551.2
2019,2,5549940,Dairy,854,10239.46
2019,3,5549940,Dairy,888,10647.12
2019,4,5549940,Dairy,932,11174.68
2019,5,5549940,Dairy,932,11174.68
2018,12,9083677,Dairy,747,6715.53
2019,1,9083677,Dairy,777,6985.23
2019,2,9083677,Dairy,777,6985.23
2019,3,9083677,Dairy,785,7057.15
2019,4,9083677,Dairy,801,7200.99
2019,5,9083677,Dairy,793,7129.07
2018,12,1748600,Dairy,533,6369.35
2019,1,1748600,Dairy,544,6500.8
2019,2,1748600,Dairy,544,6500.8
2019,3,1748600,Dairy,544,6500.8
2019,4,1748600,Dairy,544,6500.8
2019,5,1748600,Dairy,544,6500.8
2018,12,4533636,Dairy,547,5989.65
2019,1,4533636,Dairy,569,6230.55
2019,2,4533636,Dairy,586,6416.7
2019,3,4533636,Dairy,574,6285.3
2019,4,4533636,Dairy,603,6602.85
2019,5,4533636,Dairy,663,7259.85
2018,12,9308506,Dairy,128,121.6
2019,1,9308506,Dairy,129,122.55
2019,2,9308506,Dairy,129,122.55
2019,3,9308506,Dairy,135,128.25
2019,4,9308506,Dairy,131,124.45
2019,5,9308506,Dairy,124,117.8
2018,12,1546910,Dairy,467,7822.25
2019,1,1546910,Dairy,462,7738.5
2019,2,1546910,Dairy,480,8040
2019,3,1546910,Dairy,490,8207.5
2019,4,1546910,Dairy,475,7956.25
2019,5,1546910,Dairy,518,8676.5
2018,12,4560280,Dairy,1297,6428.3099999999995
2019,1,4560280,Dairy,1265,6269.91
2019,2,4560280,Dairy,1272,6304.5599999999995
2019,3,4560280,Dairy,1291,6398.610000000001
2019,4,4560280,Dairy,1259,5943.21
2019,5,4560280,Dairy,1233,5823.3099999999995
2018,12,9337971,Dairy,344,6106
2019,1,9337971,Dairy,347,6159.25
2019,2,9337971,Dairy,340,6035
2019,3,9337971,Dairy,340,6035
2019,4,9337971,Dairy,337,5981.75
2019,5,9337971,Dairy,340,6035
2018,12,5428362,Dairy,466,2772.7
2019,1,5428362,Dairy,461,2742.95
2019,2,5428362,Dairy,484,2879.8
2019,3,5428362,Dairy,469,2790.55
2019,4,5428362,Dairy,488,2903.6
2019,5,5428362,Dairy,473,2814.35
2018,12,9358085,Dairy,434,863.66
2019,1,9358085,Dairy,434,863.66
2019,2,9358085,Dairy,451,897.49
2019,3,9358085,Dairy,474,943.26
2019,4,9358085,Dairy,465,925.35
2019,5,9358085,Dairy,465,925.35
2018,12,5394871,Dairy,177,2823.15
2019,1,5394871,Dairy,184,2934.8
2019,2,5394871,Dairy,188,2998.6
2019,3,5394871,Dairy,196,3126.2
2019,4,5394871,Dairy,204,3253.8
2019,5,5394871,Dairy,200,3190
2018,12,5357940,Dairy,692,13148
2019,1,5357940,Dairy,671,12749
2019,2,5357940,Dairy,658,12502
2019,3,5357940,Dairy,658,12502
2019,4,5357940,Dairy,658,12502
2019,5,5357940,Dairy,638,12122
2018,12,5344702,Dairy,93,906.75
2019,1,5344702,Dairy,96,936
2019,2,5344702,Dairy,101,984.75
2019,3,5344702,Dairy,99,965.25
2019,4,5344702,Dairy,99,965.25
2019,5,5344702,Dairy,107,1043.25
2018,12,4686878,Dairy,179,2504.21
2019,1,4686878,Dairy,175,2448.25
2019,2,4686878,Dairy,180,2518.2
2019,3,4686878,Dairy,175,2448.25
2019,4,4686878,Dairy,182,2546.18
2019,5,4686878,Dairy,197,2756.03
2018,12,9405835,Dairy,420,4195.8
2019,1,9405835,Dairy,441,4405.59
2019,2,9405835,Dairy,454,4535.46
2019,3,9405835,Dairy,459,4585.41
2019,4,9405835,Dairy,473,4725.27
2019,5,9405835,Dairy,520,5194.8
2018,12,5315572,Dairy,854,6823.46
2019,1,5315572,Dairy,897,7167.03
2019,2,5315572,Dairy,870,6951.3
2019,3,5315572,Dairy,887,7087.13
2019,4,5315572,Dairy,914,7302.86
2019,5,5315572,Dairy,978,7814.22
2018,12,4715687,Dairy,473,9460
2019,1,4715687,Dairy,459,9180
2019,2,4715687,Dairy,482,9640
2019,3,4715687,Dairy,492,9840
2019,4,4715687,Dairy,517,10340
2019,5,4715687,Dairy,507,10140
2018,12,5252279,Dairy,658,10495.1
2019,1,5252279,Dairy,645,10287.75
2019,2,5252279,Dairy,664,10590.8
2019,3,5252279,Dairy,664,10590.8
2019,4,5252279,Dairy,664,10590.8
2019,5,5252279,Dairy,704,11228.8
2018,12,9484866,Dairy,37,332.63
2019,1,9484866,Dairy,39,350.61
2019,2,9484866,Dairy,38,341.62
2019,3,9484866,Dairy,37,332.63
2019,4,9484866,Dairy,36,323.64
2019,5,9484866,Dairy,35,314.65
2018,12,1353962,Dairy,969,15019.5
2019,1,1353962,Dairy,1008,15624
2019,2,1353962,Dairy,1008,15624
2019,3,1353962,Dairy,1038,16089
2019,4,1353962,Dairy,1007,15608.5
2019,5,1353962,Dairy,997,15453.5
2018,12,5235025,Dairy,91,268.45
2019,1,5235025,Dairy,92,271.4
2019,2,5235025,Dairy,94,277.3
2019,3,5235025,Dairy,91,268.45
2019,4,5235025,Dairy,95,280.25
2019,5,5235025,Dairy,99,292.05
2018,12,4858615,Dairy,978,7824
2019,1,4858615,Dairy,978,7824
2019,2,4858615,Dairy,988,7904
2019,3,4858615,Dairy,1037,8296
2019,4,4858615,Dairy,1016,8128
2019,5,4858615,Dairy,1016,8128
2018,12,9616914,Dairy,66,1353
2019,1,9616914,Dairy,66,1353
2019,2,9616914,Dairy,67,1373.5
2019,3,9616914,Dairy,69,1414.5
2019,4,9616914,Dairy,70,1435
2019,5,9616914,Dairy,73,1496.5
2018,12,4871733,Dairy,830,2481.7
2019,1,4871733,Dairy,847,2532.53
2019,2,4871733,Dairy,872,2607.28
2019,3,4871733,Dairy,863,2580.37
2019,4,4871733,Dairy,863,2580.37
2019,5,4871733,Dairy,863,2580.37
2018,12,5191851,Dairy,586,9932.7
2019,1,5191851,Dairy,615,10424.25
2019,2,5191851,Dairy,640,10848
2019,3,5191851,Dairy,659,11170.05
2019,4,5191851,Dairy,666,11288.7
2019,5,5191851,Dairy,726,12305.7
2018,12,1150334,Dairy,379,5681.21
2019,1,1150334,Dairy,371,5561.29
2019,2,1150334,Dairy,386,5786.14
2019,3,1150334,Dairy,390,5846.1
2019,4,1150334,Dairy,386,5786.14
2019,5,1150334,Dairy,405,6070.95
2018,12,5128687,Dairy,245,5132.75
2019,1,5128687,Dairy,240,5028
2019,2,5128687,Dairy,252,5279.4
2019,3,5128687,Dairy,255,5342.25
2019,4,5128687,Dairy,252,5279.4
2019,5,5128687,Dairy,255,5342.25
2018,12,9851321,Dairy,523,9937
2019,1,9851321,Dairy,518,9842
2019,2,9851321,Dairy,513,9747
2019,3,9851321,Dairy,518,9842
2019,4,9851321,Dairy,508,9652
2019,5,9851321,Dairy,544,10336
2018,12,4961764,Dairy,237,4266
2019,1,4961764,Dairy,239,4302
2019,2,4961764,Dairy,239,4302
2019,3,4961764,Dairy,246,4428
2019,4,4961764,Dairy,239,4302
2019,5,4961764,Dairy,239,4302
2018,12,4979457,Dairy,104,1558.96
2019,1,4979457,Dairy,107,1603.93
2019,2,4979457,Dairy,105,1573.95
2019,3,4979457,Dairy,103,1543.97
2019,4,4979457,Dairy,104,1558.96
2019,5,4979457,Dairy,100,1499
2018,12,4990491,Dairy,89,1152.55
2019,1,4990491,Dairy,88,1139.6
2019,2,4990491,Dairy,87,1126.65
2019,3,4990491,Dairy,88,1139.6
2019,4,4990491,Dairy,92,1191.4
2019,5,4990491,Dairy,101,1307.95
2018,12,5055409,Dairy,233,2097
2019,1,5055409,Dairy,231,2079
2019,2,5055409,Dairy,229,2061
2019,3,5055409,Dairy,231,2079
2019,4,5055409,Dairy,238,2142
2019,5,5055409,Dairy,245,2205
2018,12,4170177,Freezer,103,1287.5
2019,1,4170177,Freezer,100,1250
2019,2,4170177,Freezer,105,1312.5
2019,3,4170177,Freezer,107,1337.5
2019,4,4170177,Freezer,110,1375
2019,5,4170177,Freezer,118,1475
2018,12,5862554,Freezer,467,9802.33
2019,1,5862554,Freezer,486,10201.14
2019,2,5862554,Freezer,496,10411.04
2019,3,5862554,Freezer,511,10725.89
2019,4,5862554,Freezer,501,10515.99
2019,5,5862554,Freezer,506,10620.94
2018,12,5848962,Freezer,399,5582.01
2019,1,5848962,Freezer,411,5749.89
2019,2,5848962,Freezer,432,6043.68
2019,3,5848962,Freezer,419,5861.81
2019,4,5848962,Freezer,419,5861.81
2019,5,5848962,Freezer,411,5749.89
2018,12,6580345,Freezer,795,2345.25
2019,1,6580345,Freezer,835,2463.25
2019,2,6580345,Freezer,852,2513.4
2019,3,6580345,Freezer,843,2486.85
2019,4,6580345,Freezer,860,2537
2019,5,6580345,Freezer,937,2764.15
2018,12,1028684,Freezer,465,8718.75
2019,1,1028684,Freezer,479,8981.25
2019,2,1028684,Freezer,503,9431.25
2019,3,1028684,Freezer,518,9712.5
2019,4,1028684,Freezer,544,10200
2019,5,1028684,Freezer,528,9900
2018,12,5842384,Freezer,308,4924.92
2019,1,5842384,Freezer,308,4924.92
2019,2,5842384,Freezer,314,5020.86
2019,3,5842384,Freezer,308,4924.92
2019,4,5842384,Freezer,305,4876.95
2019,5,5842384,Freezer,323,5164.77
2018,12,6974647,Freezer,524,10474.76
2019,1,6974647,Freezer,550,10994.5
2019,2,6974647,Freezer,539,10774.61
2019,3,6974647,Freezer,550,10994.5
2019,4,6974647,Freezer,545,10894.55
2019,5,6974647,Freezer,583,11654.17
2018,12,5707628,Freezer,212,2915
2019,1,5707628,Freezer,220,3025
2019,2,5707628,Freezer,218,2997.5
2019,3,5707628,Freezer,227,3121.25
2019,4,5707628,Freezer,234,3217.5
2019,5,5707628,Freezer,241,3313.75
2018,12,7347862,Freezer,1035,20689.65
2019,1,7347862,Freezer,1035,20689.65
2019,2,7347862,Freezer,1076,21509.24
2019,3,7347862,Freezer,1108,22148.92
2019,4,7347862,Freezer,1152,23028.48
2019,5,7347862,Freezer,1233,24647.67
2018,12,7384120,Freezer,577,11511.15
2019,1,7384120,Freezer,606,12089.7
2019,2,7384120,Freezer,630,12568.5
2019,3,7384120,Freezer,649,12947.55
2019,4,7384120,Freezer,675,13466.25
2019,5,7384120,Freezer,689,13745.55
2018,12,2111413,Freezer,925,925
2019,1,2111413,Freezer,971,971
2019,2,2111413,Freezer,990,990
2019,3,2111413,Freezer,1040,1040
2019,4,2111413,Freezer,1030,1030
2019,5,2111413,Freezer,1071,1071
2018,12,5620254,Freezer,803,7989.85
2019,1,5620254,Freezer,811,8069.45
2019,2,5620254,Freezer,795,7910.25
2019,3,5620254,Freezer,835,8308.25
2019,4,5620254,Freezer,868,8636.6
2019,5,5620254,Freezer,929,9243.55
2018,12,8038561,Freezer,435,4676.25
2019,1,8038561,Freezer,444,4773
2019,2,8038561,Freezer,453,4869.75
2019,3,8038561,Freezer,471,5063.25
2019,4,8038561,Freezer,490,5267.5
2019,5,8038561,Freezer,515,5536.25
2018,12,6548967,Freezer,939,15014.61
2019,1,6548967,Freezer,930,14870.7
2019,2,6548967,Freezer,921,14726.79
2019,3,6548967,Freezer,939,15014.61
2019,4,6548967,Freezer,986,15766.14
2019,5,6548967,Freezer,956,15286.44
2018,12,4352694,Freezer,163,3260
2019,1,4352694,Freezer,166,3320
2019,2,4352694,Freezer,174,3480
2019,3,4352694,Freezer,183,3660
2019,4,4352694,Freezer,192,3840
2019,5,4352694,Freezer,207,4140
2018,12,3563868,Freezer,1004,4005.96
2019,1,3563868,Freezer,1034,4125.66
2019,2,3563868,Freezer,1013,4041.87
2019,3,3563868,Freezer,1003,4001.97
2019,4,3563868,Freezer,973,3882.27
2019,5,3563868,Freezer,954,3806.46
2018,12,8786061,Freezer,743,13745.5
2019,1,8786061,Freezer,743,13745.5
2019,2,8786061,Freezer,728,13468
2019,3,8786061,Freezer,764,14134
2019,4,8786061,Freezer,802,14837
2019,5,8786061,Freezer,770,14245
2018,12,8817102,Freezer,323,5410.25
2019,1,8817102,Freezer,329,5510.75
2019,2,8817102,Freezer,332,5561
2019,3,8817102,Freezer,322,5393.5
2019,4,8817102,Freezer,319,5343.25
2019,5,8817102,Freezer,341,5711.75
2018,12,8831330,Freezer,196,2930.2
2019,1,8831330,Freezer,190,2840.5
2019,2,8831330,Freezer,184,2750.8
2019,3,8831330,Freezer,180,2691
2019,4,8831330,Freezer,180,2691
2019,5,8831330,Freezer,191,2855.45
2018,12,6925576,Freezer,924,1617
2019,1,6925576,Freezer,896,1568
2019,2,6925576,Freezer,914,1599.5
2019,3,6925576,Freezer,951,1664.25
2019,4,6925576,Freezer,961,1681.75
2019,5,6925576,Freezer,1047,1832.25
2018,12,1896415,Freezer,635,1270
2019,1,1896415,Freezer,629,1258
2019,2,1896415,Freezer,635,1270
2019,3,1896415,Freezer,616,1232
2019,4,1896415,Freezer,634,1268
2019,5,1896415,Freezer,647,1294
2018,12,3566289,Freezer,597,5940.15
2019,1,3566289,Freezer,591,5880.45
2019,2,3566289,Freezer,603,5999.85
2019,3,3566289,Freezer,603,5999.85
2019,4,3566289,Freezer,627,6238.65
2019,5,3566289,Freezer,614,6109.3
2018,12,2518533,Freezer,203,3349.5
2019,1,2518533,Freezer,213,3514.5
2019,2,2518533,Freezer,213,3514.5
2019,3,2518533,Freezer,209,3448.5
2019,4,2518533,Freezer,205,3382.5
2019,5,2518533,Freezer,213,3514.5
2018,12,5557374,Freezer,541,1617.59
2019,1,5557374,Freezer,541,1617.59
2019,2,5557374,Freezer,568,1698.32
2019,3,5557374,Freezer,596,1782.04
2019,4,5557374,Freezer,620,1853.8
2019,5,5557374,Freezer,601,1796.99
2018,12,1889590,Freezer,404,7267.96
2019,1,1889590,Freezer,392,7052.08
2019,2,1889590,Freezer,400,7196
2019,3,1889590,Freezer,392,7052.08
2019,4,1889590,Freezer,396,7124.04
2019,5,1889590,Freezer,432,7771.68
2018,12,3895358,Freezer,138,1649.1
2019,1,3895358,Freezer,139,1661.05
2019,2,3895358,Freezer,135,1613.25
2019,3,3895358,Freezer,132,1577.4
2019,4,3895358,Freezer,128,1529.6
2019,5,3895358,Freezer,140,1673
2018,12,6463233,Freezer,380,4180
2019,1,6463233,Freezer,376,4136
2019,2,6463233,Freezer,387,4257
2019,3,6463233,Freezer,399,4389
2019,4,6463233,Freezer,415,4565
2019,5,6463233,Freezer,432,4752
2018,12,9057585,Freezer,61,472.75
2019,1,9057585,Freezer,59,457.25
2019,2,9057585,Freezer,60,465
2019,3,9057585,Freezer,63,488.25
2019,4,9057585,Freezer,62,480.5
2019,5,9057585,Freezer,66,511.5
2018,12,3573581,Freezer,900,3150
2019,1,3573581,Freezer,873,3055.5
2019,2,3573581,Freezer,899,3146.5
2019,3,3573581,Freezer,944,3304
2019,4,3573581,Freezer,953,3335.5
2019,5,3573581,Freezer,934,3269
2018,12,6419678,Freezer,282,843.18
2019,1,6419678,Freezer,285,852.15
2019,2,6419678,Freezer,299,894.01
2019,3,6419678,Freezer,299,894.01
2019,4,6419678,Freezer,290,867.1
2019,5,6419678,Freezer,287,858.13
2018,12,2824504,Freezer,960,10550.4
2019,1,2824504,Freezer,931,10231.69
2019,2,2824504,Freezer,978,10748.22
2019,3,2824504,Freezer,1007,11066.93
2019,4,2824504,Freezer,997,10957.03
2019,5,2824504,Freezer,957,10517.43
2018,12,1752109,Freezer,588,1146.6
2019,1,1752109,Freezer,594,1158.3
2019,2,1752109,Freezer,612,1193.4
2019,3,1752109,Freezer,636,1240.2
2019,4,1752109,Freezer,649,1265.55
2019,5,1752109,Freezer,681,1327.95
2018,12,8158364,Freezer,247,3939.65
2019,1,8158364,Freezer,242,3859.9
2019,2,8158364,Freezer,247,3939.65
2019,3,8158364,Freezer,249,3971.55
2019,4,8158364,Freezer,256,4083.2
2019,5,8158364,Freezer,248,3955.6
2018,12,4511960,Freezer,442,2647.58
2019,1,4511960,Freezer,455,2725.45
2019,2,4511960,Freezer,441,2641.59
2019,3,4511960,Freezer,450,2695.5
2019,4,4511960,Freezer,450,2695.5
2019,5,4511960,Freezer,455,2725.45
2018,12,3106591,Freezer,133,2520.35
2019,1,3106591,Freezer,132,2501.4
2019,2,3106591,Freezer,131,2482.45
2019,3,3106591,Freezer,131,2482.45
2019,4,3106591,Freezer,136,2577.2
2019,5,3106591,Freezer,132,2501.4
2018,12,9089493,Freezer,39,466.05
2019,1,9089493,Freezer,39,466.05
2019,2,9089493,Freezer,39,466.05
2019,3,9089493,Freezer,40,478
2019,4,9089493,Freezer,40,478
2019,5,9089493,Freezer,44,525.8
2018,12,6297738,Freezer,64,480
2019,1,6297738,Freezer,63,472.5
2019,2,6297738,Freezer,62,465
2019,3,6297738,Freezer,61,457.5
2019,4,6297738,Freezer,61,457.5
2019,5,6297738,Freezer,58,435
2018,12,4549712,Freezer,20,119
2019,1,4549712,Freezer,21,124.95
2019,2,4549712,Freezer,22,130.9
2019,3,4549712,Freezer,22,130.9
2019,4,4549712,Freezer,22,130.9
2019,5,4549712,Freezer,23,136.85
2018,12,7968731,Freezer,505,3509.75
2019,1,7968731,Freezer,520,3614
2019,2,7968731,Freezer,515,3579.25
2019,3,7968731,Freezer,525,3648.75
2019,4,7968731,Freezer,530,3683.5
2019,5,7968731,Freezer,572,3975.4
2018,12,6873702,Freezer,105,1993.95
2019,1,6873702,Freezer,103,1955.97
2019,2,6873702,Freezer,103,1955.97
2019,3,6873702,Freezer,100,1899
2019,4,6873702,Freezer,104,1974.96
2019,5,6873702,Freezer,101,1917.99
2018,12,4045892,Freezer,876,7840.2
2019,1,4045892,Freezer,867,7759.65
2019,2,4045892,Freezer,850,7607.5
2019,3,4045892,Freezer,850,7607.5
2019,4,4045892,Freezer,842,7535.9
2019,5,4045892,Freezer,842,7535.9
2018,12,6257881,Freezer,34,270.3
2019,1,6257881,Freezer,35,278.25
2019,2,6257881,Freezer,37,294.15
2019,3,6257881,Freezer,38,302.1
2019,4,6257881,Freezer,38,302.1
2019,5,6257881,Freezer,37,294.15
2018,12,3603815,Freezer,106,1372.7
2019,1,3603815,Freezer,108,1398.6
2019,2,3603815,Freezer,109,1411.55
2019,3,3603815,Freezer,107,1385.65
2019,4,3603815,Freezer,112,1450.4
2019,5,3603815,Freezer,111,1437.45
2018,12,3229985,Freezer,175,1137.5
2019,1,3229985,Freezer,177,1150.5
2019,2,3229985,Freezer,173,1124.5
2019,3,3229985,Freezer,173,1124.5
2019,4,3229985,Freezer,178,1157
2019,5,3229985,Freezer,183,1189.5
2018,12,6090826,Freezer,840,13398
2019,1,6090826,Freezer,832,13270.4
2019,2,6090826,Freezer,865,13796.75
2019,3,6090826,Freezer,882,14067.9
2019,4,6090826,Freezer,926,14769.7
2019,5,6090826,Freezer,963,15359.85
2018,12,7090800,Freezer,594,4152.06
2019,1,7090800,Freezer,612,4277.88
2019,2,7090800,Freezer,612,4277.88
2019,3,7090800,Freezer,630,4403.7
2019,4,7090800,Freezer,649,4536.51
2019,5,7090800,Freezer,688,4809.12
2018,12,7016523,Freezer,89,529.55
2019,1,7016523,Freezer,90,535.5
2019,2,7016523,Freezer,95,565.25
2019,3,7016523,Freezer,93,553.35
2019,4,7016523,Freezer,97,577.15
2019,5,7016523,Freezer,104,618.8
2018,12,1461287,Freezer,424,7610.8
2019,1,1461287,Freezer,428,7682.6
2019,2,1461287,Freezer,437,7844.15
2019,3,1461287,Freezer,424,7610.8
